,County,Day,Cases,Week,Date,Population,Rate,Log
0,Alachua,0,0,1,3/2/20,263753.0,0.0,0.0
69,Alachua,1,0,1,3/3/20,263753.0,0.0,0.0
138,Alachua,2,0,1,3/4/20,263753.0,0.0,0.0
207,Alachua,3,0,1,3/5/20,263753.0,0.0,0.0
276,Alachua,4,0,1,3/6/20,263753.0,0.0,0.0
345,Alachua,5,0,1,3/7/20,263753.0,0.0,0.0
414,Alachua,6,0,1,3/8/20,263753.0,0.0,0.0
483,Alachua,7,0,2,3/9/20,263753.0,0.0,0.0
552,Alachua,8,1,2,3/10/20,263753.0,0.3791426069087366,0.0
621,Alachua,9,0,2,3/11/20,263753.0,0.0,0.0
690,Alachua,10,0,2,3/12/20,263753.0,0.0,0.0
759,Alachua,11,1,2,3/13/20,263753.0,0.3791426069087366,0.0
828,Alachua,12,1,2,3/14/20,263753.0,0.3791426069087366,0.0
897,Alachua,13,0,2,3/15/20,263753.0,0.0,0.0
966,Alachua,14,1,3,3/16/20,263753.0,0.3791426069087366,0.0
1035,Alachua,15,2,3,3/17/20,263753.0,0.7582852138174732,0.6931471805599453
1104,Alachua,16,3,3,3/18/20,263753.0,1.1374278207262098,1.0986122886681098
1173,Alachua,17,2,3,3/19/20,263753.0,0.7582852138174732,0.6931471805599453
1242,Alachua,18,5,3,3/20/20,263753.0,1.8957130345436828,1.6094379124341003
1311,Alachua,19,13,3,3/21/20,263753.0,4.928853889813576,2.5649493574615367
1380,Alachua,20,5,3,3/22/20,263753.0,1.8957130345436828,1.6094379124341003
1449,Alachua,21,2,4,3/23/20,263753.0,0.7582852138174732,0.6931471805599453
1518,Alachua,22,1,4,3/24/20,263753.0,0.3791426069087366,0.0
1,Baker,0,0,1,3/2/20,27488.0,0.0,0.0
70,Baker,1,0,1,3/3/20,27488.0,0.0,0.0
139,Baker,2,0,1,3/4/20,27488.0,0.0,0.0
208,Baker,3,0,1,3/5/20,27488.0,0.0,0.0
277,Baker,4,0,1,3/6/20,27488.0,0.0,0.0
346,Baker,5,0,1,3/7/20,27488.0,0.0,0.0
415,Baker,6,0,1,3/8/20,27488.0,0.0,0.0
484,Baker,7,0,2,3/9/20,27488.0,0.0,0.0
553,Baker,8,0,2,3/10/20,27488.0,0.0,0.0
622,Baker,9,0,2,3/11/20,27488.0,0.0,0.0
691,Baker,10,0,2,3/12/20,27488.0,0.0,0.0
760,Baker,11,0,2,3/13/20,27488.0,0.0,0.0
829,Baker,12,0,2,3/14/20,27488.0,0.0,0.0
898,Baker,13,0,2,3/15/20,27488.0,0.0,0.0
967,Baker,14,0,3,3/16/20,27488.0,0.0,0.0
1036,Baker,15,0,3,3/17/20,27488.0,0.0,0.0
1105,Baker,16,0,3,3/18/20,27488.0,0.0,0.0
1174,Baker,17,0,3,3/19/20,27488.0,0.0,0.0
1243,Baker,18,1,3,3/20/20,27488.0,3.637951105937136,0.0
1312,Baker,19,0,3,3/21/20,27488.0,0.0,0.0
1381,Baker,20,2,3,3/22/20,27488.0,7.275902211874272,0.6931471805599453
1450,Baker,21,0,4,3/23/20,27488.0,0.0,0.0
1519,Baker,22,1,4,3/24/20,27488.0,3.637951105937136,0.0
2,Bay,0,0,1,3/2/20,182218.0,0.0,0.0
71,Bay,1,0,1,3/3/20,182218.0,0.0,0.0
140,Bay,2,0,1,3/4/20,182218.0,0.0,0.0
209,Bay,3,0,1,3/5/20,182218.0,0.0,0.0
278,Bay,4,0,1,3/6/20,182218.0,0.0,0.0
347,Bay,5,0,1,3/7/20,182218.0,0.0,0.0
416,Bay,6,0,1,3/8/20,182218.0,0.0,0.0
485,Bay,7,0,2,3/9/20,182218.0,0.0,0.0
554,Bay,8,0,2,3/10/20,182218.0,0.0,0.0
623,Bay,9,0,2,3/11/20,182218.0,0.0,0.0
692,Bay,10,0,2,3/12/20,182218.0,0.0,0.0
761,Bay,11,0,2,3/13/20,182218.0,0.0,0.0
830,Bay,12,0,2,3/14/20,182218.0,0.0,0.0
899,Bay,13,0,2,3/15/20,182218.0,0.0,0.0
968,Bay,14,0,3,3/16/20,182218.0,0.0,0.0
1037,Bay,15,0,3,3/17/20,182218.0,0.0,0.0
1106,Bay,16,0,3,3/18/20,182218.0,0.0,0.0
1175,Bay,17,0,3,3/19/20,182218.0,0.0,0.0
1244,Bay,18,0,3,3/20/20,182218.0,0.0,0.0
1313,Bay,19,1,3,3/21/20,182218.0,0.5487932037449648,0.0
1382,Bay,20,0,3,3/22/20,182218.0,0.0,0.0
1451,Bay,21,0,4,3/23/20,182218.0,0.0,0.0
1520,Bay,22,0,4,3/24/20,182218.0,0.0,0.0
3,Bradford,0,0,1,3/2/20,28083.0,0.0,0.0
72,Bradford,1,0,1,3/3/20,28083.0,0.0,0.0
141,Bradford,2,0,1,3/4/20,28083.0,0.0,0.0
210,Bradford,3,0,1,3/5/20,28083.0,0.0,0.0
279,Bradford,4,0,1,3/6/20,28083.0,0.0,0.0
348,Bradford,5,0,1,3/7/20,28083.0,0.0,0.0
417,Bradford,6,0,1,3/8/20,28083.0,0.0,0.0
486,Bradford,7,0,2,3/9/20,28083.0,0.0,0.0
555,Bradford,8,0,2,3/10/20,28083.0,0.0,0.0
624,Bradford,9,0,2,3/11/20,28083.0,0.0,0.0
693,Bradford,10,0,2,3/12/20,28083.0,0.0,0.0
762,Bradford,11,0,2,3/13/20,28083.0,0.0,0.0
831,Bradford,12,0,2,3/14/20,28083.0,0.0,0.0
900,Bradford,13,0,2,3/15/20,28083.0,0.0,0.0
969,Bradford,14,0,3,3/16/20,28083.0,0.0,0.0
1038,Bradford,15,0,3,3/17/20,28083.0,0.0,0.0
1107,Bradford,16,0,3,3/18/20,28083.0,0.0,0.0
1176,Bradford,17,0,3,3/19/20,28083.0,0.0,0.0
1245,Bradford,18,0,3,3/20/20,28083.0,0.0,0.0
1314,Bradford,19,0,3,3/21/20,28083.0,0.0,0.0
1383,Bradford,20,1,3,3/22/20,28083.0,3.5608731260905175,0.0
1452,Bradford,21,0,4,3/23/20,28083.0,0.0,0.0
1521,Bradford,22,0,4,3/24/20,28083.0,0.0,0.0
4,Brevard,0,0,1,3/2/20,584050.0,0.0,0.0
73,Brevard,1,0,1,3/3/20,584050.0,0.0,0.0
142,Brevard,2,0,1,3/4/20,584050.0,0.0,0.0
211,Brevard,3,0,1,3/5/20,584050.0,0.0,0.0
280,Brevard,4,0,1,3/6/20,584050.0,0.0,0.0
349,Brevard,5,0,1,3/7/20,584050.0,0.0,0.0
418,Brevard,6,0,1,3/8/20,584050.0,0.0,0.0
487,Brevard,7,0,2,3/9/20,584050.0,0.0,0.0
556,Brevard,8,0,2,3/10/20,584050.0,0.0,0.0
625,Brevard,9,0,2,3/11/20,584050.0,0.0,0.0
694,Brevard,10,0,2,3/12/20,584050.0,0.0,0.0
763,Brevard,11,0,2,3/13/20,584050.0,0.0,0.0
832,Brevard,12,0,2,3/14/20,584050.0,0.0,0.0
901,Brevard,13,0,2,3/15/20,584050.0,0.0,0.0
970,Brevard,14,0,3,3/16/20,584050.0,0.0,0.0
1039,Brevard,15,1,3,3/17/20,584050.0,0.1712182176183546,0.0
1108,Brevard,16,1,3,3/18/20,584050.0,0.1712182176183546,0.0
1177,Brevard,17,1,3,3/19/20,584050.0,0.1712182176183546,0.0
1246,Brevard,18,1,3,3/20/20,584050.0,0.1712182176183546,0.0
1315,Brevard,19,1,3,3/21/20,584050.0,0.1712182176183546,0.0
1384,Brevard,20,2,3,3/22/20,584050.0,0.3424364352367092,0.6931471805599453
1453,Brevard,21,0,4,3/23/20,584050.0,0.0,0.0
1522,Brevard,22,2,4,3/24/20,584050.0,0.3424364352367092,0.6931471805599453
5,Broward,0,0,1,3/2/20,1903210.0,0.0,0.0
74,Broward,1,0,1,3/3/20,1903210.0,0.0,0.0
143,Broward,2,0,1,3/4/20,1903210.0,0.0,0.0
212,Broward,3,0,1,3/5/20,1903210.0,0.0,0.0
281,Broward,4,0,1,3/6/20,1903210.0,0.0,0.0
350,Broward,5,2,1,3/7/20,1903210.0,0.10508561850767913,0.6931471805599453
419,Broward,6,0,1,3/8/20,1903210.0,0.0,0.0
488,Broward,7,1,2,3/9/20,1903210.0,0.05254280925383956,0.0
557,Broward,8,1,2,3/10/20,1903210.0,0.05254280925383956,0.0
626,Broward,9,0,2,3/11/20,1903210.0,0.0,0.0
695,Broward,10,3,2,3/12/20,1903210.0,0.1576284277615187,1.0986122886681098
764,Broward,11,5,2,3/13/20,1903210.0,0.2627140462691978,1.6094379124341003
833,Broward,12,13,2,3/14/20,1903210.0,0.6830565202999144,2.5649493574615367
902,Broward,13,16,2,3/15/20,1903210.0,0.840684948061433,2.772588722239781
971,Broward,14,6,3,3/16/20,1903210.0,0.3152568555230374,1.791759469228055
1040,Broward,15,8,3,3/17/20,1903210.0,0.4203424740307165,2.0794415416798357
1109,Broward,16,27,3,3/18/20,1903210.0,1.4186558498536683,3.295836866004329
1178,Broward,17,13,3,3/19/20,1903210.0,0.6830565202999144,2.5649493574615367
1247,Broward,18,31,3,3/20/20,1903210.0,1.6288270868690264,3.4339872044851463
1316,Broward,19,39,3,3/21/20,1903210.0,2.049169560899743,3.6635616461296463
1385,Broward,20,69,3,3/22/20,1903210.0,3.62545383851493,4.23410650459726
1454,Broward,21,43,4,3/23/20,1903210.0,2.2593407979151015,3.7612001156935624
1523,Broward,22,34,4,3/24/20,1903210.0,1.7864555146305452,3.5263605246161616
45,Calhoun,0,0,1,3/2/20,15315.0,0.0,0.0
114,Calhoun,1,0,1,3/3/20,15315.0,0.0,0.0
183,Calhoun,2,0,1,3/4/20,15315.0,0.0,0.0
252,Calhoun,3,0,1,3/5/20,15315.0,0.0,0.0
321,Calhoun,4,0,1,3/6/20,15315.0,0.0,0.0
390,Calhoun,5,0,1,3/7/20,15315.0,0.0,0.0
459,Calhoun,6,0,1,3/8/20,15315.0,0.0,0.0
528,Calhoun,7,0,2,3/9/20,15315.0,0.0,0.0
597,Calhoun,8,0,2,3/10/20,15315.0,0.0,0.0
666,Calhoun,9,0,2,3/11/20,15315.0,0.0,0.0
735,Calhoun,10,0,2,3/12/20,15315.0,0.0,0.0
804,Calhoun,11,0,2,3/13/20,15315.0,0.0,0.0
873,Calhoun,12,0,2,3/14/20,15315.0,0.0,0.0
942,Calhoun,13,0,2,3/15/20,15315.0,0.0,0.0
1011,Calhoun,14,0,3,3/16/20,15315.0,0.0,0.0
1080,Calhoun,15,0,3,3/17/20,15315.0,0.0,0.0
1149,Calhoun,16,0,3,3/18/20,15315.0,0.0,0.0
1218,Calhoun,17,0,3,3/19/20,15315.0,0.0,0.0
1287,Calhoun,18,0,3,3/20/20,15315.0,0.0,0.0
1356,Calhoun,19,0,3,3/21/20,15315.0,0.0,0.0
1425,Calhoun,20,0,3,3/22/20,15315.0,0.0,0.0
1494,Calhoun,21,0,4,3/23/20,15315.0,0.0,0.0
1563,Calhoun,22,0,4,3/24/20,15315.0,0.0,0.0
6,Charlotte,0,0,1,3/2/20,175413.0,0.0,0.0
75,Charlotte,1,0,1,3/3/20,175413.0,0.0,0.0
144,Charlotte,2,0,1,3/4/20,175413.0,0.0,0.0
213,Charlotte,3,0,1,3/5/20,175413.0,0.0,0.0
282,Charlotte,4,0,1,3/6/20,175413.0,0.0,0.0
351,Charlotte,5,0,1,3/7/20,175413.0,0.0,0.0
420,Charlotte,6,0,1,3/8/20,175413.0,0.0,0.0
489,Charlotte,7,1,2,3/9/20,175413.0,0.5700831751352523,0.0
558,Charlotte,8,0,2,3/10/20,175413.0,0.0,0.0
627,Charlotte,9,0,2,3/11/20,175413.0,0.0,0.0
696,Charlotte,10,0,2,3/12/20,175413.0,0.0,0.0
765,Charlotte,11,0,2,3/13/20,175413.0,0.0,0.0
834,Charlotte,12,0,2,3/14/20,175413.0,0.0,0.0
903,Charlotte,13,0,2,3/15/20,175413.0,0.0,0.0
972,Charlotte,14,0,3,3/16/20,175413.0,0.0,0.0
1041,Charlotte,15,0,3,3/17/20,175413.0,0.0,0.0
1110,Charlotte,16,0,3,3/18/20,175413.0,0.0,0.0
1179,Charlotte,17,0,3,3/19/20,175413.0,0.0,0.0
1248,Charlotte,18,1,3,3/20/20,175413.0,0.5700831751352523,0.0
1317,Charlotte,19,0,3,3/21/20,175413.0,0.0,0.0
1386,Charlotte,20,1,3,3/22/20,175413.0,0.5700831751352523,0.0
1455,Charlotte,21,0,4,3/23/20,175413.0,0.0,0.0
1524,Charlotte,22,0,4,3/24/20,175413.0,0.0,0.0
7,Citrus,0,0,1,3/2/20,145164.0,0.0,0.0
76,Citrus,1,0,1,3/3/20,145164.0,0.0,0.0
145,Citrus,2,0,1,3/4/20,145164.0,0.0,0.0
214,Citrus,3,0,1,3/5/20,145164.0,0.0,0.0
283,Citrus,4,0,1,3/6/20,145164.0,0.0,0.0
352,Citrus,5,0,1,3/7/20,145164.0,0.0,0.0
421,Citrus,6,0,1,3/8/20,145164.0,0.0,0.0
490,Citrus,7,0,2,3/9/20,145164.0,0.0,0.0
559,Citrus,8,0,2,3/10/20,145164.0,0.0,0.0
628,Citrus,9,0,2,3/11/20,145164.0,0.0,0.0
697,Citrus,10,0,2,3/12/20,145164.0,0.0,0.0
766,Citrus,11,0,2,3/13/20,145164.0,0.0,0.0
835,Citrus,12,0,2,3/14/20,145164.0,0.0,0.0
904,Citrus,13,1,2,3/15/20,145164.0,0.6888760298696647,0.0
973,Citrus,14,0,3,3/16/20,145164.0,0.0,0.0
1042,Citrus,15,1,3,3/17/20,145164.0,0.6888760298696647,0.0
1111,Citrus,16,1,3,3/18/20,145164.0,0.6888760298696647,0.0
1180,Citrus,17,0,3,3/19/20,145164.0,0.0,0.0
1249,Citrus,18,2,3,3/20/20,145164.0,1.3777520597393293,0.6931471805599453
1318,Citrus,19,3,3,3/21/20,145164.0,2.0666280896089937,1.0986122886681098
1387,Citrus,20,1,3,3/22/20,145164.0,0.6888760298696647,0.0
1456,Citrus,21,0,4,3/23/20,145164.0,0.0,0.0
1525,Citrus,22,0,4,3/24/20,145164.0,0.0,0.0
8,Clay,0,0,1,3/2/20,213565.0,0.0,0.0
77,Clay,1,0,1,3/3/20,213565.0,0.0,0.0
146,Clay,2,0,1,3/4/20,213565.0,0.0,0.0
215,Clay,3,0,1,3/5/20,213565.0,0.0,0.0
284,Clay,4,0,1,3/6/20,213565.0,0.0,0.0
353,Clay,5,0,1,3/7/20,213565.0,0.0,0.0
422,Clay,6,0,1,3/8/20,213565.0,0.0,0.0
491,Clay,7,0,2,3/9/20,213565.0,0.0,0.0
560,Clay,8,0,2,3/10/20,213565.0,0.0,0.0
629,Clay,9,0,2,3/11/20,213565.0,0.0,0.0
698,Clay,10,0,2,3/12/20,213565.0,0.0,0.0
767,Clay,11,1,2,3/13/20,213565.0,0.4682415189754876,0.0
836,Clay,12,2,2,3/14/20,213565.0,0.9364830379509752,0.6931471805599453
905,Clay,13,0,2,3/15/20,213565.0,0.0,0.0
974,Clay,14,0,3,3/16/20,213565.0,0.0,0.0
1043,Clay,15,1,3,3/17/20,213565.0,0.4682415189754876,0.0
1112,Clay,16,0,3,3/18/20,213565.0,0.0,0.0
1181,Clay,17,0,3,3/19/20,213565.0,0.0,0.0
1250,Clay,18,1,3,3/20/20,213565.0,0.4682415189754876,0.0
1319,Clay,19,1,3,3/21/20,213565.0,0.4682415189754876,0.0
1388,Clay,20,2,3,3/22/20,213565.0,0.9364830379509752,0.6931471805599453
1457,Clay,21,0,4,3/23/20,213565.0,0.0,0.0
1526,Clay,22,2,4,3/24/20,213565.0,0.9364830379509752,0.6931471805599453
9,Collier,0,0,1,3/2/20,367471.0,0.0,0.0
78,Collier,1,0,1,3/3/20,367471.0,0.0,0.0
147,Collier,2,0,1,3/4/20,367471.0,0.0,0.0
216,Collier,3,0,1,3/5/20,367471.0,0.0,0.0
285,Collier,4,0,1,3/6/20,367471.0,0.0,0.0
354,Collier,5,0,1,3/7/20,367471.0,0.0,0.0
423,Collier,6,0,1,3/8/20,367471.0,0.0,0.0
492,Collier,7,0,2,3/9/20,367471.0,0.0,0.0
561,Collier,8,0,2,3/10/20,367471.0,0.0,0.0
630,Collier,9,3,2,3/11/20,367471.0,0.8163909532997162,1.0986122886681098
699,Collier,10,0,2,3/12/20,367471.0,0.0,0.0
768,Collier,11,0,2,3/13/20,367471.0,0.0,0.0
837,Collier,12,1,2,3/14/20,367471.0,0.27213031776657204,0.0
906,Collier,13,2,2,3/15/20,367471.0,0.5442606355331441,0.6931471805599453
975,Collier,14,1,3,3/16/20,367471.0,0.27213031776657204,0.0
1044,Collier,15,1,3,3/17/20,367471.0,0.27213031776657204,0.0
1113,Collier,16,5,3,3/18/20,367471.0,1.3606515888328603,1.6094379124341003
1182,Collier,17,5,3,3/19/20,367471.0,1.3606515888328603,1.6094379124341003
1251,Collier,18,9,3,3/20/20,367471.0,2.4491728598991487,2.1972245773362196
1320,Collier,19,1,3,3/21/20,367471.0,0.27213031776657204,0.0
1389,Collier,20,6,3,3/22/20,367471.0,1.6327819065994325,1.791759469228055
1458,Collier,21,5,4,3/23/20,367471.0,1.3606515888328603,1.6094379124341003
1527,Collier,22,2,4,3/24/20,367471.0,0.5442606355331441,0.6931471805599453
10,Columbia,0,0,1,3/2/20,69566.0,0.0,0.0
79,Columbia,1,0,1,3/3/20,69566.0,0.0,0.0
148,Columbia,2,0,1,3/4/20,69566.0,0.0,0.0
217,Columbia,3,0,1,3/5/20,69566.0,0.0,0.0
286,Columbia,4,0,1,3/6/20,69566.0,0.0,0.0
355,Columbia,5,0,1,3/7/20,69566.0,0.0,0.0
424,Columbia,6,0,1,3/8/20,69566.0,0.0,0.0
493,Columbia,7,0,2,3/9/20,69566.0,0.0,0.0
562,Columbia,8,0,2,3/10/20,69566.0,0.0,0.0
631,Columbia,9,0,2,3/11/20,69566.0,0.0,0.0
700,Columbia,10,0,2,3/12/20,69566.0,0.0,0.0
769,Columbia,11,0,2,3/13/20,69566.0,0.0,0.0
838,Columbia,12,0,2,3/14/20,69566.0,0.0,0.0
907,Columbia,13,0,2,3/15/20,69566.0,0.0,0.0
976,Columbia,14,0,3,3/16/20,69566.0,0.0,0.0
1045,Columbia,15,0,3,3/17/20,69566.0,0.0,0.0
1114,Columbia,16,0,3,3/18/20,69566.0,0.0,0.0
1183,Columbia,17,0,3,3/19/20,69566.0,0.0,0.0
1252,Columbia,18,0,3,3/20/20,69566.0,0.0,0.0
1321,Columbia,19,1,3,3/21/20,69566.0,1.4374838283069316,0.0
1390,Columbia,20,1,3,3/22/20,69566.0,1.4374838283069316,0.0
1459,Columbia,21,1,4,3/23/20,69566.0,1.4374838283069316,0.0
1528,Columbia,22,0,4,3/24/20,69566.0,0.0,0.0
11,Dade,0,0,1,3/2/20,2804160.0,0.0,0.0
80,Dade,1,0,1,3/3/20,2804160.0,0.0,0.0
149,Dade,2,1,1,3/4/20,2804160.0,0.035661303206664385,0.0
218,Dade,3,0,1,3/5/20,2804160.0,0.0,0.0
287,Dade,4,0,1,3/6/20,2804160.0,0.0,0.0
356,Dade,5,0,1,3/7/20,2804160.0,0.0,0.0
425,Dade,6,0,1,3/8/20,2804160.0,0.0,0.0
494,Dade,7,0,2,3/9/20,2804160.0,0.0,0.0
563,Dade,8,0,2,3/10/20,2804160.0,0.0,0.0
632,Dade,9,0,2,3/11/20,2804160.0,0.0,0.0
701,Dade,10,1,2,3/12/20,2804160.0,0.035661303206664385,0.0
770,Dade,11,2,2,3/13/20,2804160.0,0.07132260641332877,0.6931471805599453
839,Dade,12,10,2,3/14/20,2804160.0,0.3566130320666438,2.302585092994046
908,Dade,13,8,2,3/15/20,2804160.0,0.2852904256533151,2.0794415416798357
977,Dade,14,7,3,3/16/20,2804160.0,0.2496291224466507,1.9459101490553132
1046,Dade,15,26,3,3/17/20,2804160.0,0.927193883373274,3.258096538021482
1115,Dade,16,24,3,3/18/20,2804160.0,0.8558712769599452,3.1780538303479458
1184,Dade,17,23,3,3/19/20,2804160.0,0.8202099737532809,3.1354942159291497
1253,Dade,18,23,3,3/20/20,2804160.0,0.8202099737532809,3.1354942159291497
1322,Dade,19,50,3,3/21/20,2804160.0,1.783065160333219,3.912023005428146
1391,Dade,20,87,3,3/22/20,2804160.0,3.1025333789798015,4.465908118654584
1460,Dade,21,38,4,3/23/20,2804160.0,1.3551295218532466,3.6375861597263857
1529,Dade,22,38,4,3/24/20,2804160.0,1.3551295218532466,3.6375861597263857
12,Desoto,0,0,1,3/2/20,35940.0,0.0,0.0
81,Desoto,1,0,1,3/3/20,35940.0,0.0,0.0
150,Desoto,2,0,1,3/4/20,35940.0,0.0,0.0
219,Desoto,3,0,1,3/5/20,35940.0,0.0,0.0
288,Desoto,4,0,1,3/6/20,35940.0,0.0,0.0
357,Desoto,5,0,1,3/7/20,35940.0,0.0,0.0
426,Desoto,6,0,1,3/8/20,35940.0,0.0,0.0
495,Desoto,7,0,2,3/9/20,35940.0,0.0,0.0
564,Desoto,8,0,2,3/10/20,35940.0,0.0,0.0
633,Desoto,9,0,2,3/11/20,35940.0,0.0,0.0
702,Desoto,10,0,2,3/12/20,35940.0,0.0,0.0
771,Desoto,11,0,2,3/13/20,35940.0,0.0,0.0
840,Desoto,12,0,2,3/14/20,35940.0,0.0,0.0
909,Desoto,13,0,2,3/15/20,35940.0,0.0,0.0
978,Desoto,14,0,3,3/16/20,35940.0,0.0,0.0
1047,Desoto,15,0,3,3/17/20,35940.0,0.0,0.0
1116,Desoto,16,0,3,3/18/20,35940.0,0.0,0.0
1185,Desoto,17,0,3,3/19/20,35940.0,0.0,0.0
1254,Desoto,18,0,3,3/20/20,35940.0,0.0,0.0
1323,Desoto,19,0,3,3/21/20,35940.0,0.0,0.0
1392,Desoto,20,1,3,3/22/20,35940.0,2.7824151363383414,0.0
1461,Desoto,21,0,4,3/23/20,35940.0,0.0,0.0
1530,Desoto,22,0,4,3/24/20,35940.0,0.0,0.0
46,Dixie,0,0,1,3/2/20,16767.0,0.0,0.0
115,Dixie,1,0,1,3/3/20,16767.0,0.0,0.0
184,Dixie,2,0,1,3/4/20,16767.0,0.0,0.0
253,Dixie,3,0,1,3/5/20,16767.0,0.0,0.0
322,Dixie,4,0,1,3/6/20,16767.0,0.0,0.0
391,Dixie,5,0,1,3/7/20,16767.0,0.0,0.0
460,Dixie,6,0,1,3/8/20,16767.0,0.0,0.0
529,Dixie,7,0,2,3/9/20,16767.0,0.0,0.0
598,Dixie,8,0,2,3/10/20,16767.0,0.0,0.0
667,Dixie,9,0,2,3/11/20,16767.0,0.0,0.0
736,Dixie,10,0,2,3/12/20,16767.0,0.0,0.0
805,Dixie,11,0,2,3/13/20,16767.0,0.0,0.0
874,Dixie,12,0,2,3/14/20,16767.0,0.0,0.0
943,Dixie,13,0,2,3/15/20,16767.0,0.0,0.0
1012,Dixie,14,0,3,3/16/20,16767.0,0.0,0.0
1081,Dixie,15,0,3,3/17/20,16767.0,0.0,0.0
1150,Dixie,16,0,3,3/18/20,16767.0,0.0,0.0
1219,Dixie,17,0,3,3/19/20,16767.0,0.0,0.0
1288,Dixie,18,0,3,3/20/20,16767.0,0.0,0.0
1357,Dixie,19,0,3,3/21/20,16767.0,0.0,0.0
1426,Dixie,20,0,3,3/22/20,16767.0,0.0,0.0
1495,Dixie,21,0,4,3/23/20,16767.0,0.0,0.0
1564,Dixie,22,0,4,3/24/20,16767.0,0.0,0.0
13,Duval,0,0,1,3/2/20,954454.0,0.0,0.0
82,Duval,1,0,1,3/3/20,954454.0,0.0,0.0
151,Duval,2,0,1,3/4/20,954454.0,0.0,0.0
220,Duval,3,0,1,3/5/20,954454.0,0.0,0.0
289,Duval,4,0,1,3/6/20,954454.0,0.0,0.0
358,Duval,5,0,1,3/7/20,954454.0,0.0,0.0
427,Duval,6,0,1,3/8/20,954454.0,0.0,0.0
496,Duval,7,0,2,3/9/20,954454.0,0.0,0.0
565,Duval,8,0,2,3/10/20,954454.0,0.0,0.0
634,Duval,9,0,2,3/11/20,954454.0,0.0,0.0
703,Duval,10,0,2,3/12/20,954454.0,0.0,0.0
772,Duval,11,1,2,3/13/20,954454.0,0.10477194291186376,0.0
841,Duval,12,0,2,3/14/20,954454.0,0.0,0.0
910,Duval,13,3,2,3/15/20,954454.0,0.3143158287355913,1.0986122886681098
979,Duval,14,1,3,3/16/20,954454.0,0.10477194291186376,0.0
1048,Duval,15,5,3,3/17/20,954454.0,0.5238597145593188,1.6094379124341003
1117,Duval,16,3,3,3/18/20,954454.0,0.3143158287355913,1.0986122886681098
1186,Duval,17,1,3,3/19/20,954454.0,0.10477194291186376,0.0
1255,Duval,18,4,3,3/20/20,954454.0,0.41908777164745503,1.3862943611198906
1324,Duval,19,15,3,3/21/20,954454.0,1.571579143677956,2.70805020110221
1393,Duval,20,7,3,3/22/20,954454.0,0.7334036003830462,1.9459101490553132
1462,Duval,21,10,4,3/23/20,954454.0,1.0477194291186376,2.302585092994046
1531,Duval,22,0,4,3/24/20,954454.0,0.0,0.0
14,Escambia,0,0,1,3/2/20,317051.0,0.0,0.0
83,Escambia,1,0,1,3/3/20,317051.0,0.0,0.0
152,Escambia,2,0,1,3/4/20,317051.0,0.0,0.0
221,Escambia,3,0,1,3/5/20,317051.0,0.0,0.0
290,Escambia,4,0,1,3/6/20,317051.0,0.0,0.0
359,Escambia,5,0,1,3/7/20,317051.0,0.0,0.0
428,Escambia,6,0,1,3/8/20,317051.0,0.0,0.0
497,Escambia,7,0,2,3/9/20,317051.0,0.0,0.0
566,Escambia,8,0,2,3/10/20,317051.0,0.0,0.0
635,Escambia,9,0,2,3/11/20,317051.0,0.0,0.0
704,Escambia,10,0,2,3/12/20,317051.0,0.0,0.0
773,Escambia,11,0,2,3/13/20,317051.0,0.0,0.0
842,Escambia,12,0,2,3/14/20,317051.0,0.0,0.0
911,Escambia,13,0,2,3/15/20,317051.0,0.0,0.0
980,Escambia,14,1,3,3/16/20,317051.0,0.31540666958943514,0.0
1049,Escambia,15,0,3,3/17/20,317051.0,0.0,0.0
1118,Escambia,16,0,3,3/18/20,317051.0,0.0,0.0
1187,Escambia,17,0,3,3/19/20,317051.0,0.0,0.0
1256,Escambia,18,0,3,3/20/20,317051.0,0.0,0.0
1325,Escambia,19,0,3,3/21/20,317051.0,0.0,0.0
1394,Escambia,20,4,3,3/22/20,317051.0,1.2616266783577406,1.3862943611198906
1463,Escambia,21,4,4,3/23/20,317051.0,1.2616266783577406,1.3862943611198906
1532,Escambia,22,1,4,3/24/20,317051.0,0.31540666958943514,0.0
15,Flagler,0,0,1,3/2/20,108481.0,0.0,0.0
84,Flagler,1,0,1,3/3/20,108481.0,0.0,0.0
153,Flagler,2,0,1,3/4/20,108481.0,0.0,0.0
222,Flagler,3,0,1,3/5/20,108481.0,0.0,0.0
291,Flagler,4,0,1,3/6/20,108481.0,0.0,0.0
360,Flagler,5,0,1,3/7/20,108481.0,0.0,0.0
429,Flagler,6,0,1,3/8/20,108481.0,0.0,0.0
498,Flagler,7,0,2,3/9/20,108481.0,0.0,0.0
567,Flagler,8,0,2,3/10/20,108481.0,0.0,0.0
636,Flagler,9,0,2,3/11/20,108481.0,0.0,0.0
705,Flagler,10,0,2,3/12/20,108481.0,0.0,0.0
774,Flagler,11,0,2,3/13/20,108481.0,0.0,0.0
843,Flagler,12,0,2,3/14/20,108481.0,0.0,0.0
912,Flagler,13,0,2,3/15/20,108481.0,0.0,0.0
981,Flagler,14,0,3,3/16/20,108481.0,0.0,0.0
1050,Flagler,15,0,3,3/17/20,108481.0,0.0,0.0
1119,Flagler,16,0,3,3/18/20,108481.0,0.0,0.0
1188,Flagler,17,0,3,3/19/20,108481.0,0.0,0.0
1257,Flagler,18,0,3,3/20/20,108481.0,0.0,0.0
