,County,Day,Cases,Week,Date,Population,Rate,Change,Double,LogChange,DoubleTime
88,Hillsborough,1,1,1,3/3/20,1419285.0,0.07045801230901474,0.0,Yes,0.0,inf
157,Hillsborough,2,0,1,3/4/20,1419285.0,0.0,-1.0,No,-inf,-inf
226,Hillsborough,3,0,1,3/5/20,1419285.0,0.0,0.0,No,,inf
295,Hillsborough,4,0,1,3/6/20,1419285.0,0.0,0.0,No,,inf
364,Hillsborough,5,0,1,3/7/20,1419285.0,0.0,0.0,No,,inf
433,Hillsborough,6,0,1,3/8/20,1419285.0,0.0,0.0,No,,inf
502,Hillsborough,7,0,2,3/9/20,1419285.0,0.0,0.0,No,,inf
571,Hillsborough,8,0,2,3/10/20,1419285.0,0.0,0.0,No,,inf
640,Hillsborough,9,0,2,3/11/20,1419285.0,0.0,0.0,No,,inf
709,Hillsborough,10,0,2,3/12/20,1419285.0,0.0,0.0,No,,inf
778,Hillsborough,11,1,2,3/13/20,1419285.0,0.07045801230901474,1.0,Yes,inf,1.0
847,Hillsborough,12,3,2,3/14/20,1419285.0,0.21137403692704423,2.0,Yes,1.0986122886681098,0.16666666666666666
916,Hillsborough,13,0,2,3/15/20,1419285.0,0.0,-3.0,No,-inf,-inf
985,Hillsborough,14,0,3,3/16/20,1419285.0,0.0,0.0,No,,inf
1054,Hillsborough,15,6,3,3/17/20,1419285.0,0.42274807385408847,6.0,Yes,inf,0.027777777777777776
1123,Hillsborough,16,2,3,3/18/20,1419285.0,0.1409160246180295,-4.0,No,-1.0986122886681098,-0.125
1192,Hillsborough,17,5,3,3/19/20,1419285.0,0.35229006154507375,3.0,Yes,0.9162907318741551,0.06666666666666667
1261,Hillsborough,18,14,3,3/20/20,1419285.0,0.9864121723262066,9.0,Yes,1.0296194171811583,0.007936507936507936
1330,Hillsborough,19,17,3,3/21/20,1419285.0,1.1977862092532507,3.0,Yes,0.19415601444095737,0.0196078431372549
1399,Hillsborough,20,15,3,3/22/20,1419285.0,1.0568701846352213,-2.0,No,-0.12516314295400596,-0.03333333333333333
1468,Hillsborough,21,19,4,3/23/20,1419285.0,1.3387022338712804,4.0,Yes,0.23638877806423042,0.013157894736842105
1537,Hillsborough,22,7,4,3/24/20,1419285.0,0.4932060861631033,-12.0,No,-0.9985288301111273,-0.011904761904761904
54,Holmes,0,0,1,3/2/20,20404.0,0.0,0.0,No,-inf,-inf
123,Holmes,1,0,1,3/3/20,20404.0,0.0,0.0,No,,inf
192,Holmes,2,0,1,3/4/20,20404.0,0.0,0.0,No,,inf
261,Holmes,3,0,1,3/5/20,20404.0,0.0,0.0,No,,inf
330,Holmes,4,0,1,3/6/20,20404.0,0.0,0.0,No,,inf
399,Holmes,5,0,1,3/7/20,20404.0,0.0,0.0,No,,inf
468,Holmes,6,0,1,3/8/20,20404.0,0.0,0.0,No,,inf
537,Holmes,7,0,2,3/9/20,20404.0,0.0,0.0,No,,inf
606,Holmes,8,0,2,3/10/20,20404.0,0.0,0.0,No,,inf
675,Holmes,9,0,2,3/11/20,20404.0,0.0,0.0,No,,inf
744,Holmes,10,0,2,3/12/20,20404.0,0.0,0.0,No,,inf
813,Holmes,11,0,2,3/13/20,20404.0,0.0,0.0,No,,inf
882,Holmes,12,0,2,3/14/20,20404.0,0.0,0.0,No,,inf
951,Holmes,13,0,2,3/15/20,20404.0,0.0,0.0,No,,inf
1020,Holmes,14,0,3,3/16/20,20404.0,0.0,0.0,No,,inf
1089,Holmes,15,0,3,3/17/20,20404.0,0.0,0.0,No,,inf
1158,Holmes,16,0,3,3/18/20,20404.0,0.0,0.0,No,,inf
1227,Holmes,17,0,3,3/19/20,20404.0,0.0,0.0,No,,inf
1296,Holmes,18,0,3,3/20/20,20404.0,0.0,0.0,No,,inf
1365,Holmes,19,0,3,3/21/20,20404.0,0.0,0.0,No,,inf
1434,Holmes,20,0,3,3/22/20,20404.0,0.0,0.0,No,,inf
1503,Holmes,21,0,4,3/23/20,20404.0,0.0,0.0,No,,inf
1572,Holmes,22,0,4,3/24/20,20404.0,0.0,0.0,No,,inf
20,Indian River,0,0,1,3/2/20,152079.0,0.0,0.0,No,,inf
89,Indian River,1,0,1,3/3/20,152079.0,0.0,0.0,No,,inf
158,Indian River,2,0,1,3/4/20,152079.0,0.0,0.0,No,,inf
227,Indian River,3,0,1,3/5/20,152079.0,0.0,0.0,No,,inf
296,Indian River,4,0,1,3/6/20,152079.0,0.0,0.0,No,,inf
365,Indian River,5,0,1,3/7/20,152079.0,0.0,0.0,No,,inf
434,Indian River,6,0,1,3/8/20,152079.0,0.0,0.0,No,,inf
503,Indian River,7,0,2,3/9/20,152079.0,0.0,0.0,No,,inf
572,Indian River,8,0,2,3/10/20,152079.0,0.0,0.0,No,,inf
641,Indian River,9,0,2,3/11/20,152079.0,0.0,0.0,No,,inf
710,Indian River,10,0,2,3/12/20,152079.0,0.0,0.0,No,,inf
779,Indian River,11,0,2,3/13/20,152079.0,0.0,0.0,No,,inf
848,Indian River,12,0,2,3/14/20,152079.0,0.0,0.0,No,,inf
917,Indian River,13,0,2,3/15/20,152079.0,0.0,0.0,No,,inf
986,Indian River,14,0,3,3/16/20,152079.0,0.0,0.0,No,,inf
1055,Indian River,15,0,3,3/17/20,152079.0,0.0,0.0,No,,inf
1124,Indian River,16,0,3,3/18/20,152079.0,0.0,0.0,No,,inf
1193,Indian River,17,1,3,3/19/20,152079.0,0.6575529823315514,1.0,Yes,inf,1.0
1262,Indian River,18,2,3,3/20/20,152079.0,1.3151059646631027,1.0,Yes,0.6931471805599453,0.5
1331,Indian River,19,3,3,3/21/20,152079.0,1.9726589469946543,1.0,Yes,0.4054651081081645,0.3333333333333333
1400,Indian River,20,2,3,3/22/20,152079.0,1.3151059646631027,-1.0,No,-0.4054651081081645,-0.5
1469,Indian River,21,2,4,3/23/20,152079.0,1.3151059646631027,0.0,Yes,0.0,inf
1538,Indian River,22,1,4,3/24/20,152079.0,0.6575529823315514,-1.0,No,-0.6931471805599453,-1.0
21,Jackson,0,0,1,3/2/20,50689.0,0.0,0.0,No,-inf,-inf
90,Jackson,1,0,1,3/3/20,50689.0,0.0,0.0,No,,inf
159,Jackson,2,0,1,3/4/20,50689.0,0.0,0.0,No,,inf
228,Jackson,3,0,1,3/5/20,50689.0,0.0,0.0,No,,inf
297,Jackson,4,0,1,3/6/20,50689.0,0.0,0.0,No,,inf
366,Jackson,5,0,1,3/7/20,50689.0,0.0,0.0,No,,inf
435,Jackson,6,0,1,3/8/20,50689.0,0.0,0.0,No,,inf
504,Jackson,7,0,2,3/9/20,50689.0,0.0,0.0,No,,inf
573,Jackson,8,0,2,3/10/20,50689.0,0.0,0.0,No,,inf
642,Jackson,9,0,2,3/11/20,50689.0,0.0,0.0,No,,inf
711,Jackson,10,0,2,3/12/20,50689.0,0.0,0.0,No,,inf
780,Jackson,11,0,2,3/13/20,50689.0,0.0,0.0,No,,inf
849,Jackson,12,0,2,3/14/20,50689.0,0.0,0.0,No,,inf
918,Jackson,13,0,2,3/15/20,50689.0,0.0,0.0,No,,inf
987,Jackson,14,0,3,3/16/20,50689.0,0.0,0.0,No,,inf
1056,Jackson,15,0,3,3/17/20,50689.0,0.0,0.0,No,,inf
1125,Jackson,16,0,3,3/18/20,50689.0,0.0,0.0,No,,inf
1194,Jackson,17,1,3,3/19/20,50689.0,1.972814614610665,1.0,Yes,inf,1.0
1263,Jackson,18,0,3,3/20/20,50689.0,0.0,-1.0,No,-inf,-inf
1332,Jackson,19,0,3,3/21/20,50689.0,0.0,0.0,No,,inf
1401,Jackson,20,0,3,3/22/20,50689.0,0.0,0.0,No,,inf
1470,Jackson,21,0,4,3/23/20,50689.0,0.0,0.0,No,,inf
1539,Jackson,22,0,4,3/24/20,50689.0,0.0,0.0,No,,inf
55,Jefferson,0,0,1,3/2/20,14725.0,0.0,0.0,No,,inf
124,Jefferson,1,0,1,3/3/20,14725.0,0.0,0.0,No,,inf
193,Jefferson,2,0,1,3/4/20,14725.0,0.0,0.0,No,,inf
262,Jefferson,3,0,1,3/5/20,14725.0,0.0,0.0,No,,inf
331,Jefferson,4,0,1,3/6/20,14725.0,0.0,0.0,No,,inf
400,Jefferson,5,0,1,3/7/20,14725.0,0.0,0.0,No,,inf
469,Jefferson,6,0,1,3/8/20,14725.0,0.0,0.0,No,,inf
538,Jefferson,7,0,2,3/9/20,14725.0,0.0,0.0,No,,inf
607,Jefferson,8,0,2,3/10/20,14725.0,0.0,0.0,No,,inf
676,Jefferson,9,0,2,3/11/20,14725.0,0.0,0.0,No,,inf
745,Jefferson,10,0,2,3/12/20,14725.0,0.0,0.0,No,,inf
814,Jefferson,11,0,2,3/13/20,14725.0,0.0,0.0,No,,inf
883,Jefferson,12,0,2,3/14/20,14725.0,0.0,0.0,No,,inf
952,Jefferson,13,0,2,3/15/20,14725.0,0.0,0.0,No,,inf
1021,Jefferson,14,0,3,3/16/20,14725.0,0.0,0.0,No,,inf
1090,Jefferson,15,0,3,3/17/20,14725.0,0.0,0.0,No,,inf
1159,Jefferson,16,0,3,3/18/20,14725.0,0.0,0.0,No,,inf
1228,Jefferson,17,0,3,3/19/20,14725.0,0.0,0.0,No,,inf
1297,Jefferson,18,0,3,3/20/20,14725.0,0.0,0.0,No,,inf
1366,Jefferson,19,0,3,3/21/20,14725.0,0.0,0.0,No,,inf
1435,Jefferson,20,0,3,3/22/20,14725.0,0.0,0.0,No,,inf
1504,Jefferson,21,0,4,3/23/20,14725.0,0.0,0.0,No,,inf
1573,Jefferson,22,0,4,3/24/20,14725.0,0.0,0.0,No,,inf
56,Lafayette,0,0,1,3/2/20,8367.0,0.0,0.0,No,,inf
125,Lafayette,1,0,1,3/3/20,8367.0,0.0,0.0,No,,inf
194,Lafayette,2,0,1,3/4/20,8367.0,0.0,0.0,No,,inf
263,Lafayette,3,0,1,3/5/20,8367.0,0.0,0.0,No,,inf
332,Lafayette,4,0,1,3/6/20,8367.0,0.0,0.0,No,,inf
401,Lafayette,5,0,1,3/7/20,8367.0,0.0,0.0,No,,inf
470,Lafayette,6,0,1,3/8/20,8367.0,0.0,0.0,No,,inf
539,Lafayette,7,0,2,3/9/20,8367.0,0.0,0.0,No,,inf
608,Lafayette,8,0,2,3/10/20,8367.0,0.0,0.0,No,,inf
677,Lafayette,9,0,2,3/11/20,8367.0,0.0,0.0,No,,inf
746,Lafayette,10,0,2,3/12/20,8367.0,0.0,0.0,No,,inf
815,Lafayette,11,0,2,3/13/20,8367.0,0.0,0.0,No,,inf
884,Lafayette,12,0,2,3/14/20,8367.0,0.0,0.0,No,,inf
953,Lafayette,13,0,2,3/15/20,8367.0,0.0,0.0,No,,inf
1022,Lafayette,14,0,3,3/16/20,8367.0,0.0,0.0,No,,inf
1091,Lafayette,15,0,3,3/17/20,8367.0,0.0,0.0,No,,inf
1160,Lafayette,16,0,3,3/18/20,8367.0,0.0,0.0,No,,inf
1229,Lafayette,17,0,3,3/19/20,8367.0,0.0,0.0,No,,inf
1298,Lafayette,18,0,3,3/20/20,8367.0,0.0,0.0,No,,inf
1367,Lafayette,19,0,3,3/21/20,8367.0,0.0,0.0,No,,inf
1436,Lafayette,20,0,3,3/22/20,8367.0,0.0,0.0,No,,inf
1505,Lafayette,21,0,4,3/23/20,8367.0,0.0,0.0,No,,inf
1574,Lafayette,22,0,4,3/24/20,8367.0,0.0,0.0,No,,inf
22,Lake,0,0,1,3/2/20,342356.0,0.0,0.0,No,,inf
91,Lake,1,0,1,3/3/20,342356.0,0.0,0.0,No,,inf
160,Lake,2,0,1,3/4/20,342356.0,0.0,0.0,No,,inf
229,Lake,3,0,1,3/5/20,342356.0,0.0,0.0,No,,inf
298,Lake,4,0,1,3/6/20,342356.0,0.0,0.0,No,,inf
367,Lake,5,0,1,3/7/20,342356.0,0.0,0.0,No,,inf
436,Lake,6,0,1,3/8/20,342356.0,0.0,0.0,No,,inf
505,Lake,7,0,2,3/9/20,342356.0,0.0,0.0,No,,inf
574,Lake,8,0,2,3/10/20,342356.0,0.0,0.0,No,,inf
643,Lake,9,0,2,3/11/20,342356.0,0.0,0.0,No,,inf
712,Lake,10,0,2,3/12/20,342356.0,0.0,0.0,No,,inf
781,Lake,11,1,2,3/13/20,342356.0,0.29209361016018415,1.0,Yes,inf,1.0
850,Lake,12,0,2,3/14/20,342356.0,0.0,-1.0,No,-inf,-inf
919,Lake,13,0,2,3/15/20,342356.0,0.0,0.0,No,,inf
988,Lake,14,0,3,3/16/20,342356.0,0.0,0.0,No,,inf
1057,Lake,15,1,3,3/17/20,342356.0,0.29209361016018415,1.0,Yes,inf,1.0
1126,Lake,16,0,3,3/18/20,342356.0,0.0,-1.0,No,-inf,-inf
1195,Lake,17,1,3,3/19/20,342356.0,0.29209361016018415,1.0,Yes,inf,1.0
1264,Lake,18,0,3,3/20/20,342356.0,0.0,-1.0,No,-inf,-inf
1333,Lake,19,2,3,3/21/20,342356.0,0.5841872203203683,2.0,Yes,inf,0.25
1402,Lake,20,3,3,3/22/20,342356.0,0.8762808304805525,1.0,Yes,0.40546510810816444,0.3333333333333333
1471,Lake,21,6,4,3/23/20,342356.0,1.752561660961105,3.0,Yes,0.6931471805599454,0.05555555555555555
1540,Lake,22,0,4,3/24/20,342356.0,0.0,-6.0,No,-inf,-inf
23,Lee,0,0,1,3/2/20,721053.0,0.0,0.0,No,,inf
92,Lee,1,0,1,3/3/20,721053.0,0.0,0.0,No,,inf
161,Lee,2,0,1,3/4/20,721053.0,0.0,0.0,No,,inf
230,Lee,3,0,1,3/5/20,721053.0,0.0,0.0,No,,inf
299,Lee,4,0,1,3/6/20,721053.0,0.0,0.0,No,,inf
368,Lee,5,2,1,3/7/20,721053.0,0.27737212105074105,2.0,Yes,inf,0.25
437,Lee,6,0,1,3/8/20,721053.0,0.0,-2.0,No,-inf,-inf
506,Lee,7,0,2,3/9/20,721053.0,0.0,0.0,No,,inf
575,Lee,8,0,2,3/10/20,721053.0,0.0,0.0,No,,inf
644,Lee,9,0,2,3/11/20,721053.0,0.0,0.0,No,,inf
713,Lee,10,1,2,3/12/20,721053.0,0.13868606052537052,1.0,Yes,inf,1.0
782,Lee,11,1,2,3/13/20,721053.0,0.13868606052537052,0.0,Yes,0.0,inf
851,Lee,12,1,2,3/14/20,721053.0,0.13868606052537052,0.0,Yes,0.0,inf
920,Lee,13,1,2,3/15/20,721053.0,0.13868606052537052,0.0,Yes,0.0,inf
989,Lee,14,1,3,3/16/20,721053.0,0.13868606052537052,0.0,Yes,0.0,inf
1058,Lee,15,2,3,3/17/20,721053.0,0.27737212105074105,1.0,Yes,0.6931471805599452,0.5
1127,Lee,16,2,3,3/18/20,721053.0,0.27737212105074105,0.0,Yes,0.0,inf
1196,Lee,17,2,3,3/19/20,721053.0,0.27737212105074105,0.0,Yes,0.0,inf
1265,Lee,18,1,3,3/20/20,721053.0,0.13868606052537052,-1.0,No,-0.6931471805599452,-1.0
1334,Lee,19,4,3,3/21/20,721053.0,0.5547442421014821,3.0,Yes,1.3862943611198904,0.08333333333333333
1403,Lee,20,10,3,3/22/20,721053.0,1.3868606052537054,6.0,Yes,0.9162907318741552,0.016666666666666666
1472,Lee,21,3,4,3/23/20,721053.0,0.41605818157611163,-7.0,No,-1.203972804325936,-0.047619047619047616
1541,Lee,22,1,4,3/24/20,721053.0,0.13868606052537052,-2.0,No,-1.0986122886681096,-0.5
24,Leon,0,0,1,3/2/20,290223.0,0.0,0.0,No,-inf,-inf
93,Leon,1,0,1,3/3/20,290223.0,0.0,0.0,No,,inf
162,Leon,2,1,1,3/4/20,290223.0,0.3445626294263377,1.0,Yes,inf,1.0
231,Leon,3,0,1,3/5/20,290223.0,0.0,-1.0,No,-inf,-inf
300,Leon,4,0,1,3/6/20,290223.0,0.0,0.0,No,,inf
369,Leon,5,0,1,3/7/20,290223.0,0.0,0.0,No,,inf
438,Leon,6,0,1,3/8/20,290223.0,0.0,0.0,No,,inf
507,Leon,7,0,2,3/9/20,290223.0,0.0,0.0,No,,inf
576,Leon,8,0,2,3/10/20,290223.0,0.0,0.0,No,,inf
645,Leon,9,0,2,3/11/20,290223.0,0.0,0.0,No,,inf
714,Leon,10,0,2,3/12/20,290223.0,0.0,0.0,No,,inf
783,Leon,11,0,2,3/13/20,290223.0,0.0,0.0,No,,inf
852,Leon,12,0,2,3/14/20,290223.0,0.0,0.0,No,,inf
921,Leon,13,0,2,3/15/20,290223.0,0.0,0.0,No,,inf
990,Leon,14,0,3,3/16/20,290223.0,0.0,0.0,No,,inf
1059,Leon,15,0,3,3/17/20,290223.0,0.0,0.0,No,,inf
1128,Leon,16,3,3,3/18/20,290223.0,1.033687888279013,3.0,Yes,inf,0.1111111111111111
1197,Leon,17,0,3,3/19/20,290223.0,0.0,-3.0,No,-inf,-inf
1266,Leon,18,0,3,3/20/20,290223.0,0.0,0.0,No,,inf
1335,Leon,19,1,3,3/21/20,290223.0,0.3445626294263377,1.0,Yes,inf,1.0
1404,Leon,20,1,3,3/22/20,290223.0,0.3445626294263377,0.0,Yes,0.0,inf
1473,Leon,21,0,4,3/23/20,290223.0,0.0,-1.0,No,-inf,-inf
1542,Leon,22,2,4,3/24/20,290223.0,0.6891252588526754,2.0,Yes,inf,0.25
57,Levy,0,0,1,3/2/20,41550.0,0.0,0.0,No,-inf,-inf
126,Levy,1,0,1,3/3/20,41550.0,0.0,0.0,No,,inf
195,Levy,2,0,1,3/4/20,41550.0,0.0,0.0,No,,inf
264,Levy,3,0,1,3/5/20,41550.0,0.0,0.0,No,,inf
333,Levy,4,0,1,3/6/20,41550.0,0.0,0.0,No,,inf
402,Levy,5,0,1,3/7/20,41550.0,0.0,0.0,No,,inf
471,Levy,6,0,1,3/8/20,41550.0,0.0,0.0,No,,inf
540,Levy,7,0,2,3/9/20,41550.0,0.0,0.0,No,,inf
609,Levy,8,0,2,3/10/20,41550.0,0.0,0.0,No,,inf
678,Levy,9,0,2,3/11/20,41550.0,0.0,0.0,No,,inf
747,Levy,10,0,2,3/12/20,41550.0,0.0,0.0,No,,inf
816,Levy,11,0,2,3/13/20,41550.0,0.0,0.0,No,,inf
885,Levy,12,0,2,3/14/20,41550.0,0.0,0.0,No,,inf
954,Levy,13,0,2,3/15/20,41550.0,0.0,0.0,No,,inf
1023,Levy,14,0,3,3/16/20,41550.0,0.0,0.0,No,,inf
1092,Levy,15,0,3,3/17/20,41550.0,0.0,0.0,No,,inf
1161,Levy,16,0,3,3/18/20,41550.0,0.0,0.0,No,,inf
1230,Levy,17,0,3,3/19/20,41550.0,0.0,0.0,No,,inf
1299,Levy,18,0,3,3/20/20,41550.0,0.0,0.0,No,,inf
1368,Levy,19,0,3,3/21/20,41550.0,0.0,0.0,No,,inf
1437,Levy,20,0,3,3/22/20,41550.0,0.0,0.0,No,,inf
1506,Levy,21,0,4,3/23/20,41550.0,0.0,0.0,No,,inf
1575,Levy,22,0,4,3/24/20,41550.0,0.0,0.0,No,,inf
58,Liberty,0,0,1,3/2/20,8781.0,0.0,0.0,No,,inf
127,Liberty,1,0,1,3/3/20,8781.0,0.0,0.0,No,,inf
196,Liberty,2,0,1,3/4/20,8781.0,0.0,0.0,No,,inf
265,Liberty,3,0,1,3/5/20,8781.0,0.0,0.0,No,,inf
334,Liberty,4,0,1,3/6/20,8781.0,0.0,0.0,No,,inf
403,Liberty,5,0,1,3/7/20,8781.0,0.0,0.0,No,,inf
472,Liberty,6,0,1,3/8/20,8781.0,0.0,0.0,No,,inf
541,Liberty,7,0,2,3/9/20,8781.0,0.0,0.0,No,,inf
610,Liberty,8,0,2,3/10/20,8781.0,0.0,0.0,No,,inf
679,Liberty,9,0,2,3/11/20,8781.0,0.0,0.0,No,,inf
748,Liberty,10,0,2,3/12/20,8781.0,0.0,0.0,No,,inf
817,Liberty,11,0,2,3/13/20,8781.0,0.0,0.0,No,,inf
886,Liberty,12,0,2,3/14/20,8781.0,0.0,0.0,No,,inf
955,Liberty,13,0,2,3/15/20,8781.0,0.0,0.0,No,,inf
1024,Liberty,14,0,3,3/16/20,8781.0,0.0,0.0,No,,inf
1093,Liberty,15,0,3,3/17/20,8781.0,0.0,0.0,No,,inf
1162,Liberty,16,0,3,3/18/20,8781.0,0.0,0.0,No,,inf
1231,Liberty,17,0,3,3/19/20,8781.0,0.0,0.0,No,,inf
1300,Liberty,18,0,3,3/20/20,8781.0,0.0,0.0,No,,inf
1369,Liberty,19,0,3,3/21/20,8781.0,0.0,0.0,No,,inf
1438,Liberty,20,0,3,3/22/20,8781.0,0.0,0.0,No,,inf
1507,Liberty,21,0,4,3/23/20,8781.0,0.0,0.0,No,,inf
1576,Liberty,22,0,4,3/24/20,8781.0,0.0,0.0,No,,inf
59,Madison,0,0,1,3/2/20,19420.0,0.0,0.0,No,,inf
128,Madison,1,0,1,3/3/20,19420.0,0.0,0.0,No,,inf
197,Madison,2,0,1,3/4/20,19420.0,0.0,0.0,No,,inf
266,Madison,3,0,1,3/5/20,19420.0,0.0,0.0,No,,inf
335,Madison,4,0,1,3/6/20,19420.0,0.0,0.0,No,,inf
404,Madison,5,0,1,3/7/20,19420.0,0.0,0.0,No,,inf
473,Madison,6,0,1,3/8/20,19420.0,0.0,0.0,No,,inf
